,id,url,region,region_url,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
359896,7049756807,https://phoenix.craigslist.org/evl/apa/d/phoenix-scenic-seating-and-lighted/7049756807.html,phoenix,https://phoenix.craigslist.org,1465,apartment,1053,2,2.0,1,1,1,1,0,0,w/d in unit,carport,https://images.craigslist.org/00j0j_a0oTtwO9VgL_600x450.jpg,"San Melia 14435 South 48th Street, Phoenix , AZ, 85044Interested in more information? See link below:http://avenue5.aptfeatures.com/858953 Call Now:  show contact info  x 120OR Text 120 to  show contact info  to text our leasing team.WELCOME TO SAN MELIA This is a 2 Bedroom, 2 Bath, approximately 1053 Sq. Ft.  Welcome Home to San Melia Apartments, a beautiful one-of-a kind resort-style community tucked into the Ahwatukee Foothills of Phoenix. Exquisite in design and architecture, San Melia offers one, two and three bedroom apartment homes in five distinctive floor plan designs. Offering the best in metropolitan living, San Melia has immediate access to signature dining, shopping and work. Come home to a sand beach pool, two spas, BBQ grills, an outdoor entertainment lounge and so much more. Discover a new style of living. Home happens here. Features - Window Coverings  - Extra Storage  - Walk-In Closets  - Wood Style Flooring  - Refrigerator with Ice Maker  - Air Conditioner  - Cable Ready  - Gas Range  - Dishwasher  - Nest Thermostat  - Modern Ceiling Fans  - Washer & Dryer In Every Unit  - High Ceilings  - Private Balcony /Patio  - Gas Fireplace*  - Contemporary Lighting and Fixtures  - True Stainless Steel Appliances*  - Microwave  - Security Alarm  - Contemporary Wood Cabinertry in Kitchen and Baths  - Disposal Community Amenities - Dog Wash  - Public Transportation  - Spas and Hot Tub  - Playground  - Controlled Access/Gated  - Free Weights  - Package Concierge  - Resort Style Pool  - Courtyard  - Carport  - Clubhouse, Billiard & Full Kitchen  - Full Court Basketball  - Barbecue Areas  - On-Site Management  - Package Receiving  - Yoga - Twice a week  - On-Site Maintenance  - Outdoor Firepit Entertaining  - High Speed Internet  - Sand Volleyball Courts  - Covered Parking  - Tennis Court  - Scenic Seating and Lighted Pathways  - Fitness Center  - Outdoor Entertaining Area  - Recycling  - Firepit Entertaining  - Off Street Parking  - Garage Office Hours Monday-Friday:9:00AM-6:00PMSaturday:10:00AM-5:00PMSunday:12:00PM-5:00PMPet Policy Max 2 allowed, One time Fee $350.00 per pet, Rent $35.00 per pet, Deposit $350.00 per pet. Breed restrictions apply. Equal Housing Opportunity SR0h1XbZeuQ",33.3144,-111.98,az
359897,7049756448,https://phoenix.craigslist.org/evl/apa/d/mesa-gorgeously-upgraded-1br-coming/7049756448.html,phoenix,https://phoenix.craigslist.org,1010,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00V0V_g9UGpdm0pH9_600x450.jpg,"Woodstream Village 1230 North Mesa Drive, Mesa, AZ, 85201   Call Now -  show contact info   Use this link for more information: http://apartments.shelton-cook.com/spv841  Welcome Home to Woodstream Village   This is a 1 Bedroom, 1 Bath, approximately 750 Sq. Ft.   Woodstream Village offers its residents an enriched lifestyle: A selection of luxurious rental homes, impeccable service, appealing amenities and an outstanding location. Oscar Wilde said, ""I'm a person of simple tastes. I'm satisfied with only the best."" We feel that Oscar Wilde would have been very at home here at Woodstream Village Apartments. Schedule a tour today so you can see the best! Consider Woodstream Village - Mesa's rental community of choice.  Located in Mesa, Arizona, get the best of both worlds: the benefits of city living combined with the comforts of an apartment community. You'll be excited each day to come home to your spacious apartment, and hesitant to leave. Call today!   Pet Policy:  Large pets welcome (select breeds)    Income Requirements:  2 /12 times base rent    Office Hours:  Monday-Friday:8:30AM-5:30PM Saturday:10:00AM-5:00PM   Equal Housing Opportunity    IynT30vTj",33.4374,-111.823,az
359898,7049756123,https://phoenix.craigslist.org/nph/apa/d/phoenix-br-move-in-ready/7049756123.html,phoenix,https://phoenix.craigslist.org,979,apartment,650,2,1.0,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00o0o_kcaTryqNBfX_600x450.jpg,"CREDIT AND EVICTION FRIENDLY ð!!!!  HABLAMOS ESPANOL!!!!  GIVE AS A CALL TODAY!!!!   Newly renovated apartments new Tile, new Baseboard, Freshly painted.  Verona Court Apartments provides easy access to shopping, dining, entertainment, schools, and more! Not only does this community boast a tranquil setting, but also provides great amenities  2 Pools BBQ's  Covered Parking 2 Laundry Facilities Pet Friendly Dog Park @ Grovers Basin Park Courtesy Patrol  Office #  show contact info  Office hours : Monday to Friday 9:00 am to 5:30 pm Saturday 9:00 am to 2:00 pm Sunday : CLOSE !!",33.6453,-112.03,az
359899,7049755931,https://phoenix.craigslist.org/cph/apa/d/phoenix-pets-welcome-convenient/7049755931.html,phoenix,https://phoenix.craigslist.org,845,apartment,545,1,1.0,1,1,1,0,0,0,laundry on site,,https://images.craigslist.org/00S0S_2fyfjbaKmsc_600x450.jpg,"VIEW OUR WEBSITE:  http://www.CamelbackCoveApts.com  Camelback Cove, managed by Maxx Properties 4802 North 12th Street Phoenix, AZ 85014  show contact info   With accented walls, mirrors, air conditioning and additional storage, you'll discover why our community of Camelback Cove Apartments is your perfect home.   One bedroom apartment home with one bath, spacious storage, updated kitchen and more!   Monday 9:00am - 6:00pm Tuesday 9:00am - 6:00pm Wednesday 9:00am - 6:00pm Thursday 9:00am - 6:00pm Friday 9:00am - 6:00pm Saturday 10:30am - 5:00pm    [#7007000]",33.5072,-112.056,az
359900,7049641509,https://phoenix.craigslist.org/nph/apa/d/phoenix-dishwasher-modern-appliances/7049641509.html,phoenix,https://phoenix.craigslist.org,1142,apartment,1006,2,2.0,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00Y0Y_iyCtbmfILhj_600x450.jpg,"VIEW OUR WEBSITE:  http://www.saratogaridgeapts.com/  Welcome home to Saratoga Ridge, a community that puts emphasis on things that are most important to you.  Spacious two bedroom apartment with two bath, fully equipped kitchen and private balcony.   Saratoga Ridge, managed by Bridge Property Management 1450 East Bell Rd Phoenix, AZ 85022  show contact info     [#7006279]",33.6423,-112.051,az
359901,7049755471,https://phoenix.craigslist.org/wvl/apa/d/peoria-walk-in-closet-stainless-steel/7049755471.html,phoenix,https://phoenix.craigslist.org,1000,apartment,864,2,1.0,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00d0d_jj4IRUZ1ep1_600x450.jpg,"New Heights in Apartment Living Come and experience a new wave of living at Peoria Grand Apartment Homes. We offer a sparkling pool, BBQ picnic area and NEWLY renovated spacious 2 bedroom homes. Peoria Grand is commuter friendly located by Valley Metros Park and Rides , Loop 101 Freeway and Grand Avenue Highway. Looking to shop we are minutes away from Arrowhead Towne Center, West Gates Tanger Outlets and a within walking distance from Peoria's finest restaurants' . We invite you to take a tour today !!!  Call Now:  show contact info Use this link for more information:http://camproperties.aptdetails.com/139x38 This is a 2 Bedroom, 1 Bath, approximately 864 Sq. Ft. Features - Air Conditioner  - Refrigerator  - Dishwasher  - Large Closets  - Patio/Balcony Community Amenities - On-Site Management  - On-Site Maintenance  - Covered Parking  - BBQ/Picnic Area Pet Policy Pet Friendly Office Hours Monday-Friday:9:00AM-5:00PMSaturday:10:00AM-5:00PMPeoria Grand 8560 West Peoria Avenue, Peoria, AZ, 85345Equal Housing Opportunity a3uH364D",33.5761,-112.234,az
359902,7049755484,https://phoenix.craigslist.org/nph/apa/d/phoenix-when-minutes-matter-live-where/7049755484.html,phoenix,https://phoenix.craigslist.org,655,apartment,461,0,1.0,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00505_7VcNL57Wkq4_600x450.jpg,"Sierra Pines Apartment Homes 9410 N 31st Ave, Phoenix, AZ, 85051  Interested in more information? Visit link below: http://camproperties.aptdetails.com/90h2yL  Call Now:  show contact info    SIERRA PINES APARTMENTS  This is a Studio, 1 Bath, approximately 461 Sq. Ft.   Conveniently located near the 1-17 and Metro Center Mall, Sierra Pines puts you in close proximity to some of best shopping, dining, and entertainment options that both Glendale and Phoenix have to offer including the Westgate City Center where you'll find dozens of shops, restaurants, and entertainment options including the home stadiums for your Arizona Cardinals and Phoenix Coyotes. Located close to public transportation and many educational and technical institutions including Glendale Community College, ASU West, and MMI, Sierra Pines gives you a great location for work, play, school, and home. Stop looking and start living at Sierra Pines today!   Features - Cable Ready  - Large Closets  - Washer/Dryers*  - Air Conditioner  - Private Balcony*  - Ceiling Fan*  - Mini Blinds  - Additional Storage*  * select apartment homes   Community Amenities - Sport Court  - Laundry Facilities  - OnSite Maintenance  - Fitness Center  - Playground  - Covered Parking  - Pool  - OnSite Management    Office Hours MON - FRI: 900:AM - 5:30PM SAT:	10:00 AM - 5:00 PM SUN: Closed   Pet Policy Pet Fees $200.00 Non Refundable Pet Deposit $200.00 Refundable Pet Rent $25.00 $40.00 for two  25lbs & Under Breed Restriction apply    Income Requirements: two and a half (2.5) times the rent   Equal Housing Opportunity    C4g3w0PQym",33.5714,-112.125,az
359903,7049750907,https://phoenix.craigslist.org/nph/apa/d/phoenix-whr-yu-iv/7049750907.html,phoenix,https://phoenix.craigslist.org,1070,apartment,1006,2,2.0,1,1,1,1,0,0,laundry in bldg,carport,https://images.craigslist.org/00W0W_146nLoB1v0F_600x450.jpg,"To schedule a tour We now book our tour appointments online! Please call or text us at   show contact info  to self-schedule from your phone! Book your appointment online today or anytime 24/7! Property Description Welcome to Canyon Creek Village! Our newly renovated apartments for rent in North Phoenix, AZ combine all the comforts of resort-style living with the convenience of the city for the ultimate living experience. Youâll enjoy the best of both worlds when you live in our quiet neighborhood just outside the city. From our prime, convenient location to our impressive slate of features and amenities, each detail blends into an unbeatable apartment living experience. We have multiple floor plans to choose from, and each is competitively priced and spacious. With one-, two-, and three-bedroom options to choose from, you'll find exactly what you need to support your lifestyle. Affordable luxury blends with the comforts of home at Canyon Creek Village.Our location in North Phoenix offers our residents direct access to major highways, public transportation, great shopping, and lively entertainment. Youâll also be just steps away from Turtle Rock Basin Park, a beautifully landscaped park that is perfect for walks or picnics. When you live here you'll never be far away from the very best that Phoenix has to offer.Our idyllic location in North Phoenix is only part of what makes our apartments so special. We have meticulously designed our apartments to include top-notch in-home and community amenities for our residents. Interior upgrades, wood style flooring, outdoor storage space, and brand new appliances are but a few of the great features you'll find when you make Canyon Creek Village your new home. Youâll also enjoy access to our fitness center, business center, heated pool, jacuzzi, and much more. And on top of it all, our apartments are pet-friendly! So bring your dogs and cats and let them enjoy the peak of AZ living. Call today for a private tour of your new home with our friendly staff! Details Availability date: Today Pets: Cats, Small Dogs (< 25lb), Large Dogs (> 25lb) Pet notes: We welcome 2 pets per apartment home. Maximum combined weight of 100lbs is allowed. There is a pet deposit of $100 and pet fee of $200. Pet rent is $20 per pet. Please call our leasing office for complete pet policy information. Deposit: TBD Leasing options: 3 months,6 months,9 months,9+ months,12 months Leasing notes:  Application fee: $40 Amenities Included in Utilities Cost:  Utilities Cost:  Laundry: Shared Parking type: Covered  Parking notes:  Appliances: Dishwasher, Refrigerator, Garbage disposal, Range/Oven Exterior: Private pool, Balcony/patio, Sprinkler system Heating/cooling: Air conditioning Wiring: Cable-ready Facilities and Recreation: Shared pool, Fitness center, Clubhouse, Playground, Barbecue, Business center, Basketball court, Sports court Security and Access: Gated entry, Disability access Views: Mountain, Park Additional features: Fireplace, Jacuzzi, Hot tub / Spa Offered by: Canyon Creek Village  Equal Housing Opportunity  North Phoenix Desert Ridge Deer Valley Lookout Mountain Quail Run Basin Park Pet Friendly 24-hour Maintenance Pools Fitness Center Walk in Closet Storage Saratoga Ridge Desert Home Remington Place Mountain View Casitas Bell Road 7th St Trellis on Bell Turf at Paradise New Management Turtle Rock Renovations Spa Grovers Ave Avenue Loop 101 Freeway Highway Street Seventh Madrona Ridge Security Properties Residential SPR Canyon Creek Village Moon Valley Bell Town Towne Center Arizona San Pedregal Mountain View Community Center Property Management Apartments Homes Mark Taylor Capilano Paradise Valley Scottsdale Village Inn Chilis Chiliâs Restaurants Shopping Accolade Park on Bell Cordillera Cats Dogs Pets Pet Friendly Move in Specials Dog Park Soccer Field Basketball Court Business Center Gated Community Spacious Jacuzzi Courtyard Gym Vinyl Fireplace On Call Maintenance",33.6315,-112.052,az
359904,7049753629,https://phoenix.craigslist.org/cph/apa/d/available-feb-1st-adorable-phoenix-1br/7049753629.html,phoenix,https://phoenix.craigslist.org,750,flat,648,1,1.0,0,0,0,0,0,0,w/d in unit,carport,https://images.craigslist.org/01111_6tMwScxbQTl_600x450.jpg,"AVAILABLE FEB. 1ST: Cute 1 Bedroom/ 1 Bath Townhome is approximately 648SF and located near downtown Phoenix!  Home features upgrades inside and lush vegetation outside.  Eat-in Kitchen includes Refrigerator, Gas Range/Oven and an Inside Laundry w/Stacked Washer/Dryer included!  Home also features Wood Laminate and Tile Flooring throughout w/Window Coverings, Ceiling Fan(s), lots of Closet Space and Covered Patio off the front.  Cable TV and High Speed Internet Available.  Encanto Gardens Townhomes also offers Community Coin-Op Laundry Facilities and Assigned Covered Parking and is located near City Bus Stop, Schools, Shopping/Restaurants and Entertainment w/EZ Access to the I-17 and I-10 Frwys.  Tenant pays all Utilities.  Utility Companies are APS Electric, SW Gas and City Water.  No Smoking.  Pets Upon Approval w/Additional Pet Deposit.  Monthly Rent is $750 plus tax, Depsosit is $900 ($700 of which is Fully Refundable ), $40 Application Fee due at the time application is taken in cash/money order only.  Property occupied until February 1st, 2020, but for additional information on Rental Requirements or to schedule a viewing of this great home, please call Karen @  show contact info  w/1st Southwest Realty, Monday through Saturday.  Closed Sundays.  Equal Housing Opportunity.",33.4812,-112.1,az
359905,7049738110,https://phoenix.craigslist.org/nph/apa/d/phoenix-great-location-great-prices-ask/7049738110.html,phoenix,https://phoenix.craigslist.org,825,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00P0P_2X218pFP9ku_600x450.jpg,"WELCOME TO Sonoran Flats  Relax and live at this oasis in the desert. Sonoran Flats is a gorgeous community set among towering trees, lush landscaping, and refreshing pools. Our one and two bedroom homes feature in-home washers and dryers, breakfast bars, walk-in closets, and fully equipped kitchens. For your convenience and security, our community offers reserved covered parking and a controlled access gate. To guarantee you are living the lifestyle you deserve, set up an appointment!  *ASK FOR EDWARD*  AMENITIES  Community Amenities â¢ Clubhouses â¢ Bark Park â¢ BBQ Grills â¢ Soccer Field â¢ Covered Parking â¢ High Speed Internet â¢ Pay Rent Online â¢ Playgrounds â¢ 4 Pools â¢ Short Term Lease â¢ Courtesy Patrol â¢ On Site Maintenance & Management â¢ Close to Public Transportation â¢ Gated Community  Apartment Amenities â¢ Air Conditioner â¢ Ceiling Fan â¢ Disposal â¢ Refrigerator â¢ Walk-in closet â¢ Washer/Dryer  Pet Policy  Pets - Max 2 allowed, Onetime Fee $200.00, Rent $25.00, Deposit $200.00 â¢ Comments: Service animals accepted. â¢ Restrictions: Breed and weight restrictions apply  CONTACT US  Property Address  Sonoran Flats 17249 N 7th St Phoenix, AZ 85022  Office Hours  Monday-Friday 9:00 AM-6:00 PM Saturday 10:00 AM-5:00 PM Sunday 12:00 PM-4:00 PM  VISIT US ONLINE http://www.sonoranflats.com do NOT contact me with unsolicited services or offers",33.6432,-112.065,az
